Slno,Area,Year,Rural population,Urban population,Urbanization Rate,"Abaca, manila hemp, raw","Agave fibres, raw, n.e.c.","Almonds, in shell","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Apples,Apricots,Areca nuts,Artichokes,Asparagus,Avocados,"Bambara beans, dry",Bananas,Barley,"Beans, dry",Beeswax,Blueberries,"Brazil nuts, in shell","Broad beans and horse beans, dry","Broad beans and horse beans, green",Buckwheat,"Buffalo fat, unrendered",Cabbages,Canary seed,Cantaloupes and other melons,Carrots and turnips,"Cashew nuts, in shell",Cashewapple,Cassava leaves,"Cassava, fresh",Castor oil seeds,"Cattle fat, unrendered",Cauliflowers and broccoli,Cereals n.e.c.,Cherries,"Chestnuts, in shell","Chick peas, dry",Chicory roots,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Cinnamon and cinnamon-tree flowers, raw","Cloves (whole stems), raw",Cocoa beans,"Coconuts, in shell","Coffee, green","Coir, raw","Cow peas, dry",Cranberries,Cucumbers and gherkins,Currants,Dates,"Edible offal of buffalo, fresh, chilled or frozen","Edible offal of cattle, fresh, chilled or frozen","Edible offal of goat, fresh, chilled or frozen","Edible offal of pigs, fresh, chilled or frozen","Edible offal of sheep, fresh, chilled or frozen","Edible offals of camels and other camelids, fresh, chilled or frozen","Edible offals of horses and other equines,  fresh, chilled or frozen","Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Eggplants (aubergines),"Eggs from other birds in shell, fresh, n.e.c.",Fat of camels,Fat of pigs,Figs,"Flax, raw or retted",Fonio,"Game meat, fresh, chilled or frozen","Ginger, raw","Goat fat, unrendered",Gooseberries,Grapes,Green corn (maize),Green garlic,"Groundnuts, excluding shelled","Hazelnuts, in shell",Hempseed,"Hen eggs in shell, fresh",Hop cones,"Horse meat, fresh or chilled",Jojoba seeds,"Jute, raw or retted",Kapok fruit,Karite nuts (sheanuts),"Kenaf, and other textile bast fibres, raw or retted",Kiwi fruit,Kola nuts,Leeks and other alliaceous vegetables,Lemons and limes,"Lentils, dry",Lettuce and chicory,Linseed,Locust beans (carobs),Lupins,Maize (corn),"Mangoes, guavas and mangosteens",Maté leaves,"Meat of asses, fresh or chilled","Meat of buffalo, fresh or chilled","Meat of camels, fresh or chilled","Meat of cattle with the bone, fresh or chilled","Meat of chickens, fresh or chilled","Meat of ducks, fresh or chilled","Meat of geese, fresh or chilled","Meat of goat, fresh or chilled","Meat of mules, fresh or chilled","Meat of other domestic camelids, fresh or chilled","Meat of other domestic rodents, fresh or chilled","Meat of pig with the bone, fresh or chilled","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","Meat of rabbits and hares, fresh or chilled","Meat of sheep, fresh or chilled","Meat of turkeys, fresh or chilled",Melonseed,Millet,Mixed grain,Mushrooms and truffles,Mustard seed,Natural honey,Natural rubber in primary forms,"Nutmeg, mace, cardamoms, raw",Oats,Oil palm fruit,Okra,Olives,"Onions and shallots, dry (excluding dehydrated)","Onions and shallots, green",Oranges,"Other beans, green",Other berries and fruits of the genus vaccinium n.e.c.,"Other citrus fruit, n.e.c.","Other fibre crops, raw, n.e.c.","Other fruits, n.e.c.","Other meat of mammals, fresh or chilled","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","Other oil seeds, n.e.c.",Other pome fruits,Other pulses n.e.c.,"Other stimulant, spice and aromatic crops, n.e.c.",Other stone fruits,Other sugar crops n.e.c.,"Other tropical fruits, n.e.c.","Other vegetables, fresh n.e.c.",Papayas,Peaches and nectarines,Pears,"Peas, dry","Peas, green","Pepper (Piper spp.), raw","Peppermint, spearmint",Persimmons,"Pigeon peas, dry",Pineapples,"Pistachios, in shell",Plantains and cooking bananas,Plums and sloes,Pomelos and grapefruits,Poppy seed,Potatoes,"Pumpkins, squash and gourds","Pyrethrum, dried flowers",Quinces,Quinoa,"Ramie, raw or retted",Rape or colza seed,Raspberries,Raw hides and skins of buffaloes,Raw hides and skins of cattle,Raw hides and skins of goats or kids,Raw hides and skins of sheep or lambs,Raw milk of buffalo,Raw milk of camel,Raw milk of cattle,Raw milk of goats,Raw milk of sheep,Rice,Rye,Safflower seed,"Seed cotton, unginned",Sesame seed,"Sheep fat, unrendered","Shorn wool, greasy, including fleece-washed shorn wool",Silk-worm cocoons suitable for reeling,"Sisal, raw","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",Sorghum,Sour cherries,Soya beans,Spinach,Strawberries,String beans,Sugar beet,Sugar cane,Sunflower seed,Sweet potatoes,Tallowtree seeds,"Tangerines, mandarins, clementines",Taro,Tea leaves,Tomatoes,Triticale,"True hemp, raw or retted",Tung nuts,Unmanufactured tobacco,"Vanilla, raw",Vetches,"Walnuts, in shell",Watermelons,Wheat,Yams,Yautia,Food Price Index,Average dietary energy requirement (kcal/cap/day),Percentage of children under 5 years affected by wasting (percent),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Agricultural land,Agriculture,Arable land,Cropland,Farm buildings and Farmyards,Perm. meadows & pastures - Cultivated,Perm. meadows & pastures - Nat. growing,Permanent crops,Permanent meadows and pastures,Temporary crops,Temporary fallow,Temporary meadows and pastures,Nutrient balance
10,Angola,2021,11029.326,22865.158,2.073123779,0,0,0,0,0,0,0,0,0,53271,0,4345799,0,341081,2316.24,0,0,0,0,0,0,264811,0,0,149221,2159.35,0,0,9866553,4180.51,3496.62,0,0,0,0,0,0,0,0,0,0,458.98,0,10304,0,0,0,0,0,0,0,16454.7,2288.65,6327.7,629.4,0,0,0,0,0,0,7552.42,0,0,0,9484.07,0,374.51,0,0,0,11187,222332,0,0,1880179.94,0,0,0,0,0,0,824.75,0,0,0,0,0,0,0,0,0,2970208,261244,0,0,0,0,102841.85,54112.62,0,0,18725.36,0,0,0,163295.5,0,0,4643.11,0,0,35000,0,0,0,23439.91,0,0,0,280736.37,0,0,0,535698,0,0,0,445300,0,40137.21,0,0,0,0,0,0,0,0,0,360817.09,0,0,0,0,0,0,0,0,0,663263,0,0,0,0,0,485371,0,0,0,0,0,0,0,0,15014.91,1248.36,629.4,0,0,219242.7,0,0,10514,0,0,3400,3222.47,123.82,0,0,548.36,0,34447,0,37317,0,0,0,0,1002000,12199.91,1788342,0,0,0,0,561666,0,0,0,2804.51,0,0,0,0,9368,0,0,388.22,2145,0,31.2,22.1,45897,45897,5373,5690,0,0,0,317,40207,4184.0186,601.0016,587.9798,-1.259766667
11,Angola,2022,11168.041,23820.261,2.132895196,0,0,0,0,0,0,0,0,0,55119,0,4589099,0,358209,2317.16,0,0,0,0,0,0,274232,0,0,154188,2164.35,0,0,10547506,4196.3,3415.71,0,0,0,0,0,0,0,0,0,0,459.57,0,16767,0,0,0,0,0,0,0,16073.92,2299.18,6637.6,639.92,0,0,0,0,0,0,7922.29,0,0,0,9542.55,0,376.23,0,0,0,13075,226172,0,0,2836318.68,0,0,0,0,0,0,824.28,0,0,0,0,0,0,0,0,0,3089902,266890,0,0,0,0,100462,57177.38,0,0,18811.46,0,0,0,171292.84,0,0,4720.72,0,0,35000,0,0,0,23449.42,0,0,0,281001.81,0,0,0,558480,0,0,0,458147,0,40464.72,0,0,0,0,0,0,0,0,0,361564.94,0,0,0,0,0,0,0,0,0,710530,0,0,0,0,0,502204,0,0,0,0,0,0,0,0,14667.45,1254.1,639.92,0,0,220417.02,0,0,10563,0,0,3400,3235.32,125.89,0,0,548.98,0,35551,0,37374,0,0,0,0,1013000,12258.89,1873002,0,0,0,0,587785,0,0,0,2779.86,0,0,0,0,8097,0,0,481.86,2149,0,31.9,23.2,45897,45897,5373,5690,0,0,0,317,40207,4184.0186,601.0016,587.9798,0.4111
12,Antigua and Barbuda,2020,79.428,25.682,0.323336859,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,1.8,0,45,15,0,0,0,51.8,0,1.63,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,81.7,0,0,0,7.86,0.9,2.62,1.24,0,0,0,34,0,0,5.24,0,0,0,0,0,0.12,0,0,11,0,0,0,0,13492.5,0,0,0,0,0,0,0,0,0,0,429.63,0,22.8,0,0,0,46.48,1408.84,0,0,0,0,66.4,15.6,0,0,3.1,0,0,0,67.9,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,28.7,0,30.2,0,0,102.31,0,0,0,0,0,0,0,0,0,0,0,0,6389.72,196.32,0,0,0,0,0,0,0,0,0,46.8,0,0,0,0,0,0,253.1,0,0,0,0,0,0,0,7.86,0.76,1.05,0,0,2489.54,0,0,0,0,0,105.09,0,0.18,0,0,0,0,0,0,0,7,0,0,0,0,0,69.8,0,0,38.26,0,34.7,0,0,0,0,0,0,0,93.9,0,143.19,0,108.98,2472,0,7.1,0,9,9,4,5,0,0,0,1,4,3.0883,0.4739,0.4377,26.87576667
13,Antigua and Barbuda,2021,80.252,25.873,0.32239695,0,0,0,0,0,0,0,0,0,0,0,10.09,0,0,0,0,0,0,0,0,0,25.32,0,83.52,7.84,0,0,0,52.46,0,1.4,0,0,0,0,0,0,0,108.39,0,0,0,0,0,0,0,0,73.24,0,0,0,6.75,0.87,1.93,1.13,0,0,0,33.12,0,0,3.86,0,0,0,0,0,0.12,0,0,11,0,0,0,0,12180,0,0,0,0,0,0,0,0,0,0,431.31,0,28.12,0,0,0,44.82,1410.5,0,0,0,0,57,33.6,0,0,3,0,0,0,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18.45,0,5.05,0,0,105.68,0,0,0,0,0,0,0,0,0,0,0,0,6384.97,194.74,0,0,0,0,0,0,0,0,0,35.32,0,0,0,0,0,0,195.42,0,0,0,0,0,0,0,6.75,0.73,0.96,0,0,2407.29,0,0,0,0,0,105.25,0,0.17,0,0,0,0,0,0,0,1.86,0,0,0,0,0,124.19,0,0,37.93,0,71.45,0,0,0,0,0,0,0,36.74,0,144.18,0,110.28,2470,0,7.1,0,9,9,4,5,0,0,0,1,4,3.1148,0.4474,0.4377,26.62323333
14,Antigua and Barbuda,2022,81.058,26.086,0.321818944,0,0,0,0,0,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,13.18,0,35.37,6.08,0,0,0,144.21,0,1.54,0,0,0,0,0,0,0,81.66,0,0,0,0,0,0,0,0,61.45,0,0,0,7.42,0.76,2.1,1.03,0,0,0,34.58,0,0,4.21,0,0,0,0,0,0.11,0,0,16,0,0,0,0,23878.07,0,0,0,0,0,0,0,0,0,0,431.95,0,28.77,0,0,0,47.45,1410.52,0,0,0,0,62.68,88.31,0,0,2.63,0,0,0,54.57,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,10.61,0,8.07,0,0,103.95,0,0,0,0,0,0,0,0,0,0,0,0,6358.14,193.3,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,286.95,0,0,0,0,0,0,0,7.42,0.64,0.87,0,0,2329.83,0,0,0,0,0,105.38,0,0.15,0,0,0,0,0,0,0,8.29,0,0,0,0,0,145.46,0,0,37.75,0,90.5,0,0,0,0,0,0,0,108.61,0,144.44,0,121.94,2472,0,7.1,0,9,9,4,5,0,0,0,1,4,3.1148,0.4474,0.4377,26.9427
15,Argentina,2020,3590.542,41919.857,11.67507775,0,0,705.88,7260.15,587000,27547.18,0,35500,10541.12,4088.36,0,176637.34,3612804,633823,5044.52,0,0,17204.6,0,0,0,0,20544,81252.96,294346.89,0,0,0,198452.81,0,249432.9,0,16940.91,7406.24,0,177061,0,3186.04,145493.87,0,0,0,0,0,0,0,0,0,0,0,0,539314.38,1018.79,58901.41,7271.88,0,2554.53,0,0,0,0,116143.62,866.48,2538.79,0,50993.59,0,561.07,0,2055746,0,155806.44,1285431,0,0,15735000,479.65,20189,0,0,0,0,0,0,0,0,1150000,34476,0,19515,0,170.24,58395811,2235.2,813454,162,0,0,3168472,2219238.25,9830.69,558.93,7382.5,112,0,0,655381.88,0,32.84,53182.4,31676.12,0,5441,0,0,0,73538.71,0,0,600105,0,0,321000,666015.24,0,1000000,3309.7,0,0,1581.45,0,117.03,0,0,0,0,1528.17,0,0,0,848746.37,2216.23,101000,659000,195676,29345.76,0,6978.36,0,0,3238.77,0,0,64825,114000,0,2884000,260133.24,0,29308.04,0,0,32514,0,0,512348.66,2805.35,16280.33,0,0,11446583.21,0,0,1222910,221201,22565,1046043,0,3473.14,40677,0,0,0,1829914,0,48780407,0,42000,50116.98,0,17500000,2857413,125000,0,420000,0,335225,1221000,0,0,6479.44,108739.89,0,0,18482.97,125670.41,19776942,0,0,411.27,2433,0,13,3.4,117679.2504,117679.2504,41930.2504,42998.2504,0,3661,71020,1068,74681,35921.4907,2264.7597,3744,-3.522566667
16,Argentina,2021,3567.989,42346.437,11.86843261,0,0,709.97,7140.09,514000,27407.14,0,35638.65,10607.4,4093.4,0,176347.88,4036130,758750,5010.78,0,0,17333.19,0,0,0,0,44328,81041.5,300000,0,0,0,199477.16,0,234728.77,0,17101.49,7407.4,0,84709,0,3180.51,145598.4,0,0,0,0,0,0,0,0,0,0,0,0,507521.67,895.16,62546.42,6072.92,0,3056.85,0,0,0,0,123330.96,868.42,2546.93,0,50929.31,0,492.99,0,2241419.72,0,154472.83,1267242,0,0,14928375,479.96,24159,0,0,0,0,0,0,0,0,2015989,20207,0,12358,0,169.87,60525805,2229.57,831528.63,164,0,0,2981689.8,2294978.7,9929.76,562.13,6486.65,170,0,0,695939,0,1100.89,44413.88,31301.89,0,9508,0,0,0,72919.08,0,0,506718,0,0,341829.11,600000,0,1038163,3295.68,0,0,1589.52,0,119.36,0,0,0,0,1528.15,0,0,0,850005.49,2210.66,167500,634000,193999,29574.9,0,6970.7,0,0,3239.56,0,0,60684,89478,0,2871705.88,261011.3,0,29370,0,0,17868,0,0,482145.58,2464.93,13596.08,0,0,11899905.14,0,0,1453187,135945,4344,1040334,0,2900.5,39742,0,0,0,3319341,0,46217911,0,42555.62,50412.91,0,16530000,3247366,122611.94,0,421371,0,336130,1362000,0,0,6505.93,109662.88,0,0,18506.62,125707.27,17644277,0,0,616.27,2438,0,13.1,3.3,117978.4863,117978.4863,42229.4863,43297.4863,0,3661,71020,1068,74681,36220.7266,2264.7597,3744,-1.582033333
17,Argentina,2022,3544.546,42768.727,12.06606629,0,0,715,7384.53,423343,27507.29,0,31112.01,10634.88,4105.21,0,176512.08,5279608,679744,5025.44,0,0,17480.29,0,0,0,0,36114,81095.88,300028.9,0,0,0,200935.76,0,248045.69,0,17201.2,7446.85,0,102099,0,3181.53,145812.86,0,0,0,0,0,0,0,0,0,0,0,0,536315,797.76,65306.63,5315.58,0,2795.19,0,0,0,0,128773.65,867.99,2555.06,0,51071.04,0,439.35,0,1936803,0,155239.73,1346166,0,0,16254600,481.58,22091,0,0,0,0,0,0,0,0,2141365,72318,0,29232,0,169.38,59037179,2236.31,915449.61,190,0,0,3150850.63,2319469,10055.92,561.53,5780.89,137,0,0,726651.29,0,778.46,38875.12,31051.5,0,9480,0,0,0,73046.73,0,0,723155,0,0,357277.24,665558.09,0,1008563,3290.16,0,0,1595.17,0,121.69,0,0,0,0,1532.3,0,0,0,852287.25,2212.81,151507,566227,296957,29773.57,0,6960.06,0,0,3237.99,0,0,101139.58,94581,0,2410599.03,259304.56,0,29491.44,0,0,52915,0,0,509499.25,2196.74,11900.55,0,0,11904142,0,0,1222426,225510,2793,1115510,0,2538.78,36623,0,0,0,2883301,0,43861066,0,45360.82,50747.19,0,15500000,4050362,120465.55,0,369608,0,355144,1393000,0,0,6474.57,108742.33,0,0,18538.16,125690.66,22150287,0,0,1076.2,2442,0,13.1,3.2,118848.377,118848.377,43099.377,44167.377,0,3661,71020,1068,74681,37090.6173,2264.7597,3744,-3.0318
18,Armenia,2020,1078.125,1860.554,1.725731246,0,0,0,0,84675.6,53191,0,0,0,0,0,0,89985.8,2817.5,0,0,0,0,0,0,0,74877.7,0,0,13708.8,0,0,0,0,0,2190.75,16487.4,7143.7,10927,0,100,0,0,0,0,0,0,0,0,0,0,0,43230.7,0,0,0,12886.79,4.65,2557.89,2400,0,0,0,62408.1,0,0,1278.95,1713.2,0,0,0,0,1.37,0,283224.1,0,8632.8,0,392.8,0,796100,0,0,0,0,0,0,0,0,0,0,0,220.7,0,229.2,0,0,6466.8,0,0,0,0,0,68300,12600,0,0,29.39,0,0,0,16200,0,0,10800,0,0,0,0,339.73,0,2100,0,0,6177.5,0,0,0,43758,0,0,0,14570.7,0,0,1241.97,0,0,0,0,979.5,0,0,0,6096.7,151863.4,0,53471.2,13695.2,107.7,940.8,0,0,0,0,0,0,0,24961.2,0,0,437226,0,0,1570.7,0,0,0,0,0,9278.49,5.26,1464,0,0,605400,3900,45000,0,285.7,0,0,0,384,1045,0,0,0,0,2746,0,0,0,0,56049.75,0,0,0,0,0,0,0,183656.9,0,0,0,715.8,0,0,4958.6,126605.8,131951.2,0,0,105.35,2420,0,0.5,2.5,1676,2042.48,444,504,366.48,121,1051,60,1172,223,221,0,17.34083333
19,Armenia,2021,1075.114,1864.83,1.734541639,0,0,0,0,87913.6,86889,0,0,0,0,0,0,37510.7,2715,0,0,0,0,0,0,0,56481,0,0,12281.1,0,0,0,0,0,2226.04,13847.2,4567.8,9609.6,0,100,0,0,0,0,0,0,0,0,0,0,0,58713.3,0,0,0,13094.34,4.94,2494.74,2400,0,0,0,65122.5,0,0,1247.37,1601.8,0,0,0,0,1.45,0,237058.8,0,9116.4,0,407.9,0,749500,0,0,0,0,0,0,0,0,0,0,0,109,0,68.7,0,0,6291.9,0,0,0,0,0,69400,14600,0,0,31.22,0,0,0,15800,0,0,10800,0,0,0,0,341.65,0,2200,0,0,4071.1,0,0,0,29014.4,0,0,0,14766.2,0,0,1255.96,0,0,0,0,482.9,0,0,0,6558,167698.4,0,65696.4,14617,41.3,1259.9,0,0,0,0,0,0,0,25000.3,0,0,364556.6,0,0,2463.1,0,0,0,0,0,9427.92,5.59,1464,0,0,647000,1700,22000,0,200.4,0,0,0,384,1083,0,0,0,0,2756.7,0,0,0,0,56320.66,0,0,0,0,0,0,0,206085.5,0,0,0,1031.8,0,0,4037.4,131821.3,97160.1,0,0,117.16,2419,0,0.5,2.5,1674.82,2042.08,443.42,503.72,367.26,121.23,1049.87,60.3,1171.1,227.154,216.266,0,15.16656667
20,Armenia,2022,1070.987,1869.102,1.745214461,0,0,0,0,87541.5,113572.3,0,0,0,0,0,0,75429,2160.8,0,0,0,0,0,0,0,64840,0,0,15756.4,0,0,0,0,0,2049.62,10317.1,7114.1,11821.4,0,100,0,0,0,0,0,0,0,0,0,0,0,56536.4,0,0,0,12056.6,4.45,2352.63,2400,0,0,0,57347.6,0,0,1176.32,1631.3,0,0,0,0,1.31,0,225815.8,0,8294.9,0,336.9,0,790300,0,0,0,0,0,0,0,0,0,0,0,177.2,0,184.1,0,0,5154.1,0,0,0,0,0,63900,14100,0,0,28.12,0,0,0,14900,0,0,10800,0,0,0,0,353.53,0,2200,0,0,13194.7,0,0,0,34689.1,0,0,0,17146.6,0,0,1252.39,0,0,0,0,459.2,0,0,0,7936.9,175196.2,0,49711.1,13452.8,35.7,1528.1,0,0,0,0,0,0,0,34204.4,0,0,351392.9,0,0,2058.6,0,0,0,0,0,8680.75,5.04,1464,0,0,607000,1100,15000,0,0.6,0,0,0,384,1074,0,0,0,0,2166.5,0,0,0,0,56694.21,0,0,0,0,0,0,0,186080,0,0,0,976,0,0,3648.8,124556.3,138612.8,0,0,132.34,2418,0,0.5,2.5,1652.8,2042,442.73,503.93,389.2,121,1049.66,61.2,1171,212.4,230.33,0,11.815
21,Australia,2020,3494.472,21903.705,6.268101447,0,0,258000,1156.9,262965.52,6227.76,0,0,7245.29,77295.29,0,372432.65,10127175.29,155798.52,263.12,13845.13,0,313000,0,0,0,80096.83,4980.4,204483.13,275032.37,0,0,0,0,0,127508.1,116095,0,14475.3,0,281200,0,0,40574,0,0,0,0,0,0,0,0,46543.06,573.03,0,0,297518.9,1253.62,35307.29,84197.12,0,3229.67,0,0,0,0,17952.86,71.99,0,0,0,0,1253.62,0,1474911.19,73029.89,0,13750,0,0,4550129.76,613.25,28836.3,0,0,0,0,0,2943.49,0,0,59986.48,525848,120707,6000,0,474629,267551.56,62603.35,0,0,0,0,2125135,1270768,16317.63,0,15521,0,0,0,418900,0,0,657790,16448.05,0,36848.29,0,48974,0,12129.64,0,0,1142934.47,0,0,48204.03,281164.7,0,382980.27,34732,9052.06,1070.4,0,0,0,43048.49,0,0,0,0,0,0,7489.64,77666.71,19648,81380,84206,210500,21106.85,0,0,2315.29,0,77311.01,1516.21,0,19829.05,7338.53,0,1076780.11,90939.75,0,0,0,0,2298529.36,651.23,0,246515.66,4477.21,144713.8,0,0,9099000,0,0,50226.33,29176.87,3601.69,290000,0,73672.48,283794,0,0,0,397485.05,0,17323,8102.25,59006.49,0,0,30283457,10964,84374.3,0,125327,0,0,297474.45,76857,0,0,0,0,7810.02,4985.52,171968.97,14480217.44,0,0,108.18,2493,0,3.6,2.5,355775,377002,30644,30996,76,0,0,352,324779,25004.8111,5639.1889,0,14.44846667
22,Australia,2021,3504.916,22195.539,6.332687859,0,0,316000,1137.89,284896.51,5458.17,0,0,7008.67,85986.23,0,346035.25,14648580.55,257000,261.26,15811.92,0,509750,0,0,0,84965.71,4937.17,203348.17,311180.13,0,0,0,0,0,113624.52,133603.38,0,21309.94,0,876468.13,0,0,55150,0,0,0,0,0,0,0,0,58207.36,566.81,0,0,265123.88,1733.55,37355.43,84860.54,0,3268.02,0,0,0,0,18994.29,71.48,0,0,0,0,1733.55,0,1885536.52,114783.69,0,17863,0,0,5075162.41,623.2,29178.74,0,0,0,0,0,3128.27,0,0,64076.56,853641.68,125415,6000,0,865618.66,305655.87,60741.16,0,0,0,0,1893742,1337317,15737.27,0,21463,0,0,0,443200,0,0,662973,15645.19,0,36456.36,0,42526,0,11709.82,0,0,1897989.62,0,0,115961.79,295351.32,0,435409.08,39910,10996.67,1062.17,0,0,0,49276.01,0,0,0,0,0,0,7516.42,78246.33,18330,88016.09,90187.13,399280,21679.91,0,0,2639.26,0,73944.14,1519.59,0,20009.43,7128.14,0,1267638.64,91709.81,0,0,0,0,4756388.25,643.46,0,219674.07,6191.25,145854.06,0,0,9067000,0,0,422977.54,28881.86,3620.18,1450000,0,74252.98,348608,0,0,0,1638962.2,0,40219,7694.06,56843.28,0,0,31133488,25911,86771.24,0,175783.81,0,0,336888.47,170812,0,0,0,0,7825.63,4397.36,172434.47,31922554.7,0,0,109.46,2494,0,3.4,2.5,363519,387265,31265,31650,133,0,0,385,331869,25712.3218,5552.6782,0,8.6727
23,Australia,2022,3512.683,22483.604,6.400692576,0,0,365000,1146.14,300518.14,4803.53,0,0,6702.55,96946.54,0,280836.63,14377284.33,215120.16,262.89,17801.58,0,646235,0,0,0,80764.94,4930.26,220418.89,294000,0,0,0,0,0,112685.28,142267.41,0,17655.96,0,1062250,0,0,60343.85,0,0,0,0,0,0,0,0,69770.47,573.61,0,0,262932.32,2359.27,36773.86,90871.3,0,3304.45,0,0,0,0,18698.57,72.26,0,0,0,0,2359.27,0,1450000,97287.98,0,22033,0,3600,4261537.63,621.73,29504,0,0,0,0,0,3336.05,0,0,68041.45,999500,124460,7000,0,957500,430000,64463.46,0,0,0,0,1878088,1364171,15769.28,0,29210,0,0,0,436300,0,0,709932,15663.63,0,36540.15,0,50500,0,11411.97,0,0,1734873.71,0,0,98362.14,305000,0,390680.18,36006.85,10444.54,1080.6,0,0,0,48771.73,0,0,0,0,0,0,7529.04,78433.32,19357.29,80576.29,82196,261140,21991.44,0,0,2977.85,0,73865.83,1513.84,0,20308.12,6939.72,0,1108929.67,111785.17,0,0,0,0,6820286.77,645.07,0,217858.21,8425.96,156185.04,0,0,8450000,0,0,691444.48,28762.78,3625.18,2800000,0,79512.38,328000,0,0,0,2648069.32,0,57200,7278.35,62655.22,0,0,28669279.82,29800,89143.87,0,126010,0,0,325000,117200,12600,0,0,0,7838.72,4626.48,171435.12,36237477.23,0,0,116.59,2495,0,4.2,2.5,363519,368934,31265,31650,133,0,0,385,331869,25712.3218,5552.6782,0,1.4749
24,Austria,2020,3622.85,5159.36,1.424116372,0,0,0,0,258220,1580,0,0,2530,0,0,0,864860,0,0,1570,0,14040,1090,0,0,62580,0,0,116330,0,0,0,0,0,0,7220,29800,6610,0,0,0,0,15100,0,0,0,0,0,0,0,0,46330,4730,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,319790,0,1320,0,0,0,134271,500,0,0,0,0,0,0,0,0,7670,0,0,43380,1600,0,410,2411930,0,0,0,0,0,218360,125000,662,533,660,0,0,0,503170,0,0,6550,16421,0,0,19950,0,0,4100,0,0,83970,0,0,0,155290,0,0,6770,80,0,0,0,0,0,28970,0,15250,0,0,0,0,13080,0,2060,70850,13100,9800,0,0,0,0,0,0,0,17860,0,0,885890,26850,0,0,0,0,100280,680,0,0,0,0,0,0,3815470,25370,11420,0,217930,0,0,0,0,0,0,0,0,40320,770,204860,13210,13310,0,2091690,0,56800,0,0,0,0,0,58670,328270,8670,0,0,0,0,2990,1750,1652740,0,0,108.22,2535,0,1.3,2.5,2602.6654,2633.1729,1324.9714,1392.6854,30.5075,789.62,420.36,67.714,1209.9799,1120.6972,50.834,153.4402,45.04686667
25,Austria,2021,3608.752,5191.931,1.438705403,0,0,0,0,206290,5690,0,0,2490,0,0,0,742530,0,0,1740,0,15550,1970,0,0,63960,0,0,117540,0,0,0,0,0,0,7310,27060,6210,0,0,0,0,15340,0,0,0,0,0,0,0,0,47740,4080,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,0,0,0,0,0,328040,0,1440,0,0,0,138718,380,0,0,0,0,0,0,0,0,7650,0,0,45000,1900,0,640,2434900,0,0,0,0,0,213740,129390,888,587,670,0,0,0,502120,0,0,6750,19744,0,0,19650,0,0,4300,0,0,89440,0,0,0,168660,0,0,6390,70,0,0,0,0,0,32790,0,15700,0,0,0,0,15100,0,1700,42310,12990,9810,0,0,0,0,0,0,0,13850,0,0,769690,27820,0,0,0,0,86870,700,0,0,0,0,0,0,3830140,26540,10810,0,152440,0,0,0,0,0,0,0,0,36930,630,237830,11880,14270,0,3017450,0,75220,0,0,0,0,0,59770,265600,10700,0,0,0,0,2750,2030,1547600,0,0,109.06,2533,0,1.6,2.5,2602.4884,2597.4594,1322.9213,1390.449,0,754.209,455.771,67.714,1209.9799,1121.2843,50.684,150.953,41.31633333
26,Austria,2022,3593.85,5226.617,1.454322523,0,0,0,0,260610,6280,0,0,2580,0,0,0,767120,0,0,2060,0,14140,1850,0,0,66510,0,0,118410,0,0,0,0,0,0,7520,19290,7600,0,0,0,0,12770,0,0,0,0,0,0,0,0,44110,4930,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,336990,0,1470,0,0,0,2343018,450,0,0,0,0,0,0,0,0,7480,0,0,43580,1900,0,1040,2113960,0,0,0,0,0,210120,128404,1359,642,640,0,0,0,477660,0,0,6490,21559,0,0,19020,0,0,4300,0,0,85200,0,0,0,174790,0,0,5080,70,0,0,0,0,0,35380,0,14580,0,0,0,0,19240,0,2410,40710,14480,9600,0,0,0,0,0,0,0,10500,0,0,686220,30370,0,0,0,0,92030,700,0,0,0,0,0,0,3942500,26110,11690,0,169590,0,0,0,0,0,0,0,0,26170,660,248420,8530,16930,0,2709530,0,57000,0,0,0,0,0,56980,292870,5200,0,0,0,0,4940,2220,1712530,0,0,120.79,2532,0,1.8,2.5,2597.4477,2597.4477,1320.593,1387.4678,0,754.209,455.771,66.8748,1209.9799,1128.5475,49.1246,142.921,38.0554
